Drug_ID	Drug	Y
"Drug 39208"	"COc1cc2c(c(O)c1OC)C(O)C1CCC(=O)N1C2c1cccc2ccccc12"	0
"Drug 39209"	"COc1cc2c(c(O)c1OC)CC1CCC(=O)N1C2c1cccc2ccccc12"	0
"Drug 39210"	"CC(=O)O.Nc1nc(N)c(C2=CCNCC2)c(O)n1"	0
"Drug 39211"	"CC(=O)O.CN1CC=C(c2c(N)nc(N)nc2O)CC1"	0
"Drug 39212"	"CC(=O)O.Nc1nc(N)c(C2=CCN(Cc3ccccc3)CC2)c(O)n1"	0
"Drug 39213"	"CCOC(=O)c1cc(Sc2ccc(N)c(C(=O)OCC)c2)ccc1N"	0
"Drug 39214"	"Sc1nc(S)c2cc(Sc3ccc4nc(S)nc(S)c4c3)ccc2n1"	0
"Drug 39215"	"Nc1nc(O)c2cc(Sc3ccc4nc(N)nc(O)c4c3)ccc2n1"	0
"Drug 39216"	"COc1ccc2[nH]c3c(C)c4ccnc(NCCCN(C)CCCN)c4c(C)c3c2c1.Cl"	0
"Drug 39217"	"COc1ccc2[nH]c3c(C)c4ccnc(NCCCN(C)CCCNC(=O)NCCCN(C)CCCNc5nccc6c(C)c7[nH]c8ccc(OC)cc8c7c(C)c56)c4c(C)c3c2c1.O=C(O)C(F)(F)F"	0
"Drug 39218"	"COc1ccc2[nH]c3c(C)c4ccnc(NCCCN(C)CCCNc5ccc6nnn7c8ccccc8c(=O)c5c67)c4c(C)c3c2c1.CS(=O)(=O)O"	0
"Drug 39219"	"COc1ccc2[nH]c3c(C)c4ccnc(NCCCN(C)CCCNc5ccc([N+](=O)[O-])c6[nH]c7ccccc7c(=O)c56)c4c(C)c3c2c1.CS(=O)(=O)O"	0
"Drug 39220"	"COc1ccc2[nH]c3c(C)c4ccnc(NCCCN(C)CCCNc5ccc6ncn7c8ccccc8c(=O)c5c67)c4c(C)c3c2c1.CS(=O)(=O)O"	0
"Drug 39221"	"COc1ccc2nc3cc(Cl)ccc3c(NCCCN(C)CCCNc3ccc4ncn5c6ccccc6c(=O)c3c45)c2c1.Cl"	0
"Drug 39222"	"Cl.NCCCN1CCN(CCCNc2ccc3ncn4c5ccccc5c(=O)c2c34)CC1"	0
"Drug 39223"	"CN(CCCNc1ccc2ncn3c4ccccc4c(=O)c1c23)CCCN1C(=O)c2cccc3cc([N+](=O)[O-])cc(c23)C1=O.CS(=O)(=O)O"	0
"Drug 39224"	"CS(=O)(=O)O.O=C1c2cccc3cc([N+](=O)[O-])cc(c23)C(=O)N1CCCN1CCN(CCCNc2ccc3ncn4c5ccccc5c(=O)c2c34)CC1"	0
"Drug 39225"	"CS(=O)(=O)O.O=c1c2ccccc2n2nnc3ccc(NCCCNCCNCCCNc4ccc5nnn6c7ccccc7c(=O)c4c56)c1c32"	0
"Drug 39226"	"Cl.NCCCN1CCN(CCCNc2ccc3nnn4c5ccccc5c(=O)c2c34)CC1"	0
"Drug 39227"	"COc1ccc2nc3cc(Cl)ccc3c(NCCCN3CCN(CCCNc4ccc5nnn6c7ccccc7c(=O)c4c56)CC3)c2c1.CS(=O)(=O)O"	0
"Drug 39228"	"COC(=O)c1cc(C(=CC(=O)O)c2cc(Cl)c(OC)c(C(=O)OC)c2)cc(Cl)c1OC"	0
"Drug 39229"	"CCOC(=O)c1cccc([N+](=O)[O-])c1N"	0
"Drug 39230"	"O=C(O)c1cccc(Nc2c(C(=O)O)cccc2[N+](=O)[O-])c1"	0
"Drug 39231"	"CC(=O)Nc1sccc1S(=O)(=O)c1ccc(Cl)cc1"	0
"Drug 39232"	"O=C(Nc1sccc1S(=O)(=O)c1ccccc1)c1cccnc1"	0
"Drug 39233"	"COC(=O)CC(=O)Nc1sccc1S(=O)(=O)c1ccccc1"	0
"Drug 39234"	"CC(=O)Nc1sc(Br)cc1S(=O)(=O)c1ccc(Cl)cc1"	0
"Drug 39235"	"CC(=O)Nc1sc([N+](=O)[O-])cc1S(=O)(=O)c1ccc(Cl)cc1"	0
"Drug 39236"	"Cc1c(S(=O)(=O)c2ccccc2)c(N)n(Cc2ccccc2)c1C"	0
"Drug 39237"	"Cc1c(S(=O)(=O)c2ccccc2)c(N)n(CCN(C)C)c1C"	0
"Drug 39238"	"CC(=O)Nc1c(S(=O)(=O)c2ccccc2)c(C)c(C)n1Cc1ccccc1"	0
"Drug 39239"	"CC(=O)Nc1c(S(=O)(=O)c2ccccc2)c(C)c(C)n1CCN(C)C"	0
"Drug 39240"	"Cc1sc(N)c(S(=O)(=O)c2ccccc2)c1C"	1
"Drug 39241"	"Cc1oc(N)c(S(=O)(=O)c2ccc(Cl)cc2)c1C"	0
"Drug 39242"	"CC(=O)Nc1oc(C)c(C)c1S(=O)(=O)c1ccc(Cl)cc1"	0
"Drug 39243"	"COc1cc2cc(C(=O)N3CC(CCl)c4c3cc([N+](C)(C)Cc3ccc([N+](=O)[O-])n3C)c3ccccc43)[nH]c2c(OC)c1OC.O=S(=O)([O-])C(F)(F)F"	0
"Drug 39244"	"C=C(C)C(=O)CCC(C)C1C(OC2OC(CO)C(O)C(O)C2O)CC2(C)C3CC(O)C4C(C)(C)C(OC5OC(CO)C(O)C(O)C5O)CCC45CC35CCC12C"	0
"Drug 39245"	"CCC1OC2C(CC=C(C)C)=C3OC(C)(O)C(C)(CC)C(=O)C3=C3OC(=O)C=C1C32"	0
"Drug 39246"	"CCC1OC2C(CC=C(C)C)=C3OC(C)(O)C(C)(CC)C(O)C3=C3OC(=O)C=C1C32"	0
"Drug 39247"	"CCC1OC2C(CC=C(C)C)=C3OC(C)(O)C(C)(CC)C(OC(C)=O)C3=C3OC(=O)C=C1C32"	0
"Drug 39248"	"CCC1OC2C(CC=C(C)C)=C3OC(C)(O)C(C)(CC)C(OC(=O)c4ccccc4)C3=C3OC(=O)C=C1C32"	0
"Drug 39249"	"O=C(O)CCC(NC(=O)c1ccc(Oc2nc3ccccc3nc2C(=O)O)cc1)C(=O)O"	0
"Drug 39250"	"COc1cc(OC)cc(Oc2nc3ccccc3nc2C(=O)O)c1"	0
"Drug 39251"	"COc1cc(Oc2nc3ccccc3nc2C(=O)O)cc(OC)c1OC"	0
"Drug 39252"	"N#Cc1ccc(Oc2nc3ccccc3nc2C(=O)O)cc1"	0
"Drug 39253"	"CCOC(=O)CCC(NC(=O)c1ccc(Nc2nc3ccccc3nc2C(=O)OCC)s1)C(=O)OCC"	0
"Drug 39254"	"CCOC(=O)c1nc2cc(C(F)(F)F)ccc2nc1Nc1ccc(C(=O)OC)s1"	0
"Drug 39255"	"COC(=O)c1cc(C(=CC(=O)NC2CCC3(C)C(CCC4C3CCC3(C)C(C(C)CCCC(C)C)CCC43)C2)c2cc(Cl)c(OC)c(C(=O)OC)c2)cc(Cl)c1OC"	0
"Drug 39256"	"C#CCNC(Cc1ccccc1)C(=O)O"	0
"Drug 39257"	"C#CCNC(CS)C(=O)O"	0
"Drug 39258"	"C#CCNC(CCCNC(=N)N)C(=O)O"	0
"Drug 39259"	"CN1CCN(c2ccc3c(c2)NCC(=O)N3)CC1"	0
"Drug 39260"	"O=C1CNc2cc(N3CCOCC3)ccc2N1"	0
"Drug 39261"	"O=C1CNc2cc(N3CCN(c4ccccc4)CC3)ccc2N1"	0
"Drug 39262"	"CC(=O)OCC1OC(OCCCCCCO)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O"	0
"Drug 39263"	"CC(=O)OCC1OC(OCCCOP(=S)(OCCC#N)OCC2OC(n3ccc(=N)[nH]c3=O)C(OC(=O)c3ccccc3)C2OC(=O)c2ccccc2)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O"	0
"Drug 39264"	"CC(=O)OCC1OC(OCCCOP(=O)(OCCC#N)OCC2OC(n3cnc4c(N)ncnc43)C(OC(=O)c3ccccc3)C2OC(=O)c2ccccc2)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O"	0
"Drug 39265"	"COC(OC)C1OCC(n2cnc3c(N)ncnc32)C1O"	0
"Drug 39266"	"COC(OC)C1OCC(n2ccc(=O)[nH]c2=O)C1O"	0
"Drug 39267"	"COC(OC)C1OCC(O)C1n1cnc2c(N)ncnc21"	0
"Drug 39268"	"OCC1OCC(n2cnc3c(O)ncnc32)C1O"	0
"Drug 39269"	"N=c1ccn(C2COC(CO)C2O)c(=O)[nH]1"	0
"Drug 39270"	"COC(OC)C(O)C1OC=CC1n1cnc2c(N)ncnc21"	0
"Drug 39271"	"COC(OC)C1OC(CO)C(n2cc(F)c(=O)[nH]c2=O)C1O"	0
"Drug 39272"	"COC(OC)C1OC(CO)C(n2ccc(=N)[nH]c2=O)C1O"	0
"Drug 39273"	"COC(OC)C1OCC(n2cc(F)c(=O)[nH]c2=O)C1O"	0
"Drug 39274"	"O=c1[nH]c(=O)n(C2COC(CO)C2O)cc1F"	0
"Drug 39275"	"NC(=O)c1csc(C2(O)COC(CO)C2O)n1"	0
"Drug 39276"	"O=C1C(F)=CC(COC(c2ccccc2)(c2ccccc2)c2ccccc2)OC1n1cc(F)c(=O)[nH]c1=O"	0
"Drug 39277"	"COc1ncc(C#CC(=O)c2ccccc2)c(OC)n1"	0
"Drug 39278"	"COc1ccc(C(=O)C#Cc2cnc(OC)nc2OC)cc1"	0
"Drug 39279"	"COc1cccc(C(=O)C#Cc2cnc(OC)nc2OC)c1"	0
"Drug 39280"	"COc1ncc(C#CC(=O)c2ccccc2OC)c(OC)n1"	0
"Drug 39281"	"CC1(Cl)CC(C)(Br)C(C=CCl)CC1Br"	0
"Drug 39282"	"CN(C)C(=N)NC(=N)Nc1cccc(Cl)c1.Cl"	0
"Drug 39283"	"CC1(C)OC(C(O)CO)C(C2NCCS2)O1"	0
"Drug 39284"	"OC1CN2CCSC2C(O)C1O"	0
"Drug 39285"	"OCC1C(O)C(O)C2SCCN12"	0
"Drug 39286"	"CC1(C)OC2C(O)CN3CCSC3C2O1"	0
"Drug 39287"	"COc1ccc2c(c1)CC1Cc3cc(OC)c(OC)cc3CN1CC2"	0
"Drug 39288"	"COc1ccc(CC2Cc3ccccc3CCN2)cc1OC.Cl"	0
"Drug 39289"	"COC(=O)C(NC(=O)OCc1ccccc1)(C(C)S(=O)c1ccc(C)cc1)C(F)(F)F"	0
"Drug 39290"	"Cc1ccc(S(=O)CC(NC(=O)OCc2ccccc2)(Sc2ccccc2)C(F)F)cc1"	0
"Drug 39291"	"Cc1ccc(S(=O)CC2(C(F)F)NC(=O)NC2=O)cc1"	0
"Drug 39292"	"Cc1ccc(SCC2(C(F)F)NC(=O)NC2=O)cc1"	0
"Drug 39293"	"N#CC(CO)(NC(=O)OCc1ccccc1)C(F)F"	0
"Drug 39294"	"COC(=O)C(NC(=O)OCc1ccccc1)(C(C)O)C(F)(F)F"	0
"Drug 39295"	"Cc1ccc(SC(C=O)(NC(=O)OCc2ccccc2)C(F)(F)F)cc1"	0
"Drug 39296"	"CCCCCCCCCCCCCCCC(=O)OC(COC(C)=O)CO[PH](=O)O"	0
"Drug 39297"	"CCCCCCCCCCCCCCCCCCOCC(CO[PH](=O)O)OCCCCCCCCCCCCCCCCCC"	0
"Drug 39298"	"CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC(=O)CCSSc1ccccn1)OC(=O)CCCCCCCCCCCCCCC"	0
"Drug 39299"	"NC(CCCCNc1ccn(C2OC(CO)C(O)C2O)c(=O)n1)C(=O)O.[NaH]"	0
"Drug 39300"	"COC(=O)C=C(c1cc(Cl)c(OC)c(C(=O)OC)c1)c1cc(Cl)c(OC)c(C(=O)OC)c1"	0
"Drug 39301"	"COC(=O)C(CCCNC(=N)N)NC(=O)CCCCCCCCCCNC(=O)c1cc(CNC2=NCCN2)cc(CNC2=NCCN2)c1.Cl"	0
"Drug 39302"	"Cc1c2ccc(Cl)cc2nc2ccc(OCCCCCCNC(=O)CCCNC(=N)N)cc12.Cl"	0
"Drug 39303"	"Cc1c2ccc(Cl)cc2nc2ccc(OCCCCCCNC(=O)C(N)CCCNC(=N)N)cc12.Cl"	0
"Drug 39304"	"Cc1c2ccc(Cl)cc2nc2ccc(OCCNC(=O)C(N)CCCNC(=N)N)cc12.Cl"	0
"Drug 39305"	"Cc1c2ccc(Cl)cc2nc2ccc(OCCNC(=O)C(CCCNC(=N)N)NC(=O)OC(C)(C)C)cc12.Cl"	0
"Drug 39306"	"O=C(CCCNc1nc(-c2ccccc2)cs1)c1cccs1"	0
"Drug 39307"	"O=C(O)C(F)(F)F.c1cc(CN2CCNCCNCCNCC2)cc(CN2CCNCCNCCNCC2)c1"	0
"Drug 39308"	"c1cc2cc(c1)CN1CCNCCN(CCNCC1)Cc1cccc(c1)CN1CCNCCN(CCNCC1)C2"	0
"Drug 39309"	"COP1(=O)OCc2cnccc2O1"	0
"Drug 39310"	"COC(=O)C=Cc1cnc2c(c1)oc(=O)n2C"	0
"Drug 39311"	"COC(=O)C=Cc1cnc2c(c1)oc(=O)n2CCc1ccccn1"	0
"Drug 39312"	"CSc1csc(-c2ccc(-c3ccc(-c4cc(SC)cs4)s3)s2)c1"	0
"Drug 39313"	"CSc1scc2c1C(=NNC(N)=O)CCC2"	0
"Drug 39314"	"COC(=O)CN1SC2(SC13C(C)(C)C(=O)C3(C)C)C(C)(C)C(=O)C2(C)C"	0
"Drug 39315"	"CC1(C)C(=O)C(C)(C)C12SSC1(S2)C(C)(C)C(=O)C1(C)C"	0
"Drug 39316"	"Nc1nc(O)c2c(n1)NC(=O)CC2c1ccccc1"	0
"Drug 39317"	"CC1Cc2c(Br)nc(N)nc2NC1=O"	0
"Drug 39318"	"COC(=O)C12CCC(C(=O)OC)(Cc3c(c4ccccc4n3S(=O)(=O)c3ccccc3)C1)C2=O"	0
"Drug 39319"	"CC(C)[Si]1(C(C)C)OCC2OC3(CO)C(Oc4nc(=O)ccn43)C2O[Si](C(C)C)(C(C)C)O1"	0
"Drug 39320"	"COc1ccc2c(=O)c3ccoc3[nH]c2c1"	0
"Drug 39321"	"COc1ccc2c(=O)c3c([nH]c2c1)OCC3=O"	0
"Drug 39322"	"CCOC(=O)C1=C(Nc2cccc(OC)c2)OCC1=O"	0
"Drug 39323"	"OC(c1ccccc1)C(F)(F)c1nc2ccccc2o1"	0
"Drug 39324"	"OC(c1ccc(-c2ccccc2)cc1)C(F)(F)c1nc2ccccc2o1"	0
"Drug 39325"	"OC(c1cccnc1)C(F)(F)c1nc2ccccc2o1"	0
"Drug 39326"	"OC(c1ccc(F)cc1)C(F)(F)c1nc2ccccc2o1"	0
"Drug 39327"	"OC(c1ccco1)C(F)(F)c1nc2ccccc2o1"	0
"Drug 39328"	"OC(c1ccc(C(F)(F)F)cc1)C(F)(F)c1nc2ccccc2o1"	0
"Drug 39329"	"N#Cc1ccc(C(O)C(F)(F)c2nc3ccccc3o2)cc1"	0
"Drug 39330"	"Cc1ccc2c(c1C)CC1(Cc3c(ccc4c3CCC4)C1=O)C2=O"	0
"Drug 39331"	"Cc1cc2c(cc1C)C(=O)C1(C2)Cc2cc3c(cc2C1=O)CCC3"	0
"Drug 39332"	"Cc1ccc2c(c1C)C(=O)C1(Cc3cc4c(cc3C1=O)CCC4)C2"	0
"Drug 39333"	"Cc1ccc2c(c1C)C(=O)C1(C2)Cc2ccc3c(c2C1=O)CCC3"	0
"Drug 39334"	"Cc1cc(C)c2c(c1)CC1(Cc3c(ccc(C)c3C)C1=O)C2=O"	0
"Drug 39335"	"Cc1ccc2c(c1C)CC1(Cc3c(C)ccc(C)c3C1=O)C2=O"	0
"Drug 39336"	"Cc1cc(C)c2c(c1)CC1(Cc3ccc(C)c(C)c3C1=O)C2=O"	0
"Drug 39337"	"Cc1ccc2c(c1C)CC1(Cc3ccc(C)c(C)c3C1=O)C2=O"	0
"Drug 39338"	"Cc1cc(C)c2c(c1)CC1(Cc3cc(C)c(C)cc3C1=O)C2=O"	0
"Drug 39339"	"COC(=O)c1ccccc1C1CN=NC12Cc1ccc3ccccc3c1C2=O"	0
"Drug 39340"	"COC(=O)c1ccccc1C=C1Cc2ccc3ccccc3c2C1C"	0
"Drug 39341"	"O=C1OC(C2Cc3ccc4ccccc4c3C2=O)c2ccccc21"	0
"Drug 39342"	"O=C1c2ccccc2CC12Cc1ccc3ccccc3c1C2=O"	0
"Drug 39343"	"Cc1cc(C)c2c(c1)CC1(Cc3c(C)cc(C)cc3C1=O)C2=O"	0
"Drug 39344"	"Cc1cc(C)c2c(c1)C(=O)C1(C2)Cc2c(ccc(C)c2C)C1=O"	0
"Drug 39345"	"Cc1cc(C)c2c(c1)CC1(Cc3c(C)ccc(C)c3C1=O)C2=O"	0
"Drug 39346"	"COC(=O)C=Cc1ccc2c(c1)CC1(C2)Cc2cc3c(cc2C1=O)CCC3"	0
"Drug 39347"	"Cc1cc2c(cc1C)C(=O)C1(C2)Cc2c(ccc(C)c2C)C1=O"	0
"Drug 39348"	"Cc1cc2c(cc1C)C(=O)C1(C2)Cc2c(C)ccc(C)c2C1=O"	0
"Drug 39349"	"O=C1c2c(O)ccnc2-c2nccc3c2c1nc1ccccc13"	0
"Drug 39350"	"COC(=O)C(C)NC(=O)C(NS(=O)(=O)c1nc2ccccc2s1)c1ccccc1"	0
"Drug 39351"	"N#Cc1c(N)c(C(=O)Nc2ccccc2)n2c1CCC2"	0
"Drug 39352"	"Cc1ccc(NC(=O)c2c(N)c(C#N)c3n2CCC3)cc1"	0
"Drug 39353"	"COc1ccc(NC(=O)c2c(N)c(C#N)c3n2CCC3)cc1"	0
"Drug 39354"	"N#Cc1c(N)c(C(=O)Nc2ccc(S(N)(=O)=O)cc2)n2c1CCC2"	0
"Drug 39355"	"N#Cc1c(N)c(C(=O)Nc2ccc(Cl)cc2)n2c1CCC2"	0
"Drug 39356"	"N#Cc1c(N)c(C(=O)Nc2ccccc2)n2c1CCCC2"	0
"Drug 39357"	"CC(=O)Nc1c(C#N)c2n(c1C(=O)Nc1ccccc1)CCC2"	0
"Drug 39358"	"CC(=O)Nc1c(C#N)c2n(c1C(=O)Nc1ccc(C)cc1)CCC2"	0
"Drug 39359"	"COc1ccc(NC(=O)c2c(NC(C)=O)c(C#N)c3n2CCC3)cc1"	0
"Drug 39360"	"CC(=O)Nc1c(C#N)c2n(c1C(=O)Nc1ccc(S(N)(=O)=O)cc1)CCC2"	0
"Drug 39361"	"CC(=O)Nc1c(C#N)c2n(c1C(=O)Nc1ccc(Cl)cc1)CCC2"	0
"Drug 39362"	"CC(=O)Nc1c(C#N)c2n(c1C(=O)Nc1ccccc1)CCCC2"	0
"Drug 39363"	"N#Cc1c(NC(=O)CN2CCOCC2)c(C(=O)Nc2ccccc2)n2c1CCC2"	0
"Drug 39364"	"Cc1ccc(NC(=O)c2c(NC(=O)CN3CCOCC3)c(C#N)c3n2CCC3)cc1"	0
"Drug 39365"	"COc1ccc(NC(=O)c2c(NC(=O)CN3CCOCC3)c(C#N)c3n2CCC3)cc1"	0
"Drug 39366"	"N#Cc1c(NC(=O)CN2CCOCC2)c(C(=O)Nc2ccc(Cl)cc2)n2c1CCC2"	0
"Drug 39367"	"N#Cc1c(NC(=O)CN2CCOCC2)c(C(=O)Nc2ccccc2)n2c1CCCC2"	0
"Drug 39368"	"CC=CC=Nc1c(C#N)c2n(c1C(=O)Nc1ccccc1)CCC2"	0
"Drug 39369"	"CC=CC=Nc1c(C#N)c2n(c1C(=O)Nc1ccc(C)cc1)CCC2"	0
"Drug 39370"	"CC=CC=Nc1c(C#N)c2n(c1C(=O)Nc1ccc(OC)cc1)CCC2"	0
"Drug 39371"	"CC=CC=Nc1c(C#N)c2n(c1C(=O)Nc1ccc(S(N)(=O)=O)cc1)CCC2"	0
"Drug 39372"	"CC=CC=Nc1c(C#N)c2n(c1C(=O)Nc1ccc(Cl)cc1)CCC2"	0
"Drug 39373"	"CC=CC=Nc1c(C#N)c2n(c1C(=O)Nc1ccccc1)CCCC2"	0
"Drug 39374"	"N#Cc1c(N=C2CCCCC2)c(C(=O)Nc2ccccc2)n2c1CCC2"	0
"Drug 39375"	"N#Cc1c(N=C2CCCCC2)c(C(=O)Nc2ccccc2)n2c1CCCC2"	0
"Drug 39376"	"N#Cc1c(N=Cc2ccccc2)c(C(=O)Nc2ccccc2)n2c1CCC2"	0
"Drug 39377"	"N#Cc1c(N=CC=Cc2ccccc2)c(C(=O)Nc2ccccc2)n2c1CCC2"	0
"Drug 39378"	"CC(=O)Nc1c(C#N)c2n(c1C(=O)O)CCC2"	0
"Drug 39379"	"Cc1nc2c(C#N)c3n(c2c(=O)o1)CCCC3"	0
"Drug 39380"	"Cn1c(=N)c(C#N)c2n(c1=S)CCCCCCC2"	0
"Drug 39381"	"N#Cc1c2n(c(=S)n(-c3ccccc3)c1=N)CCCCCCC2"	0
"Drug 39382"	"CN1C(=S)N2CCCCCCCC2C(C#N)=C1N"	0
"Drug 39383"	"N#CC1=C(N)N(c2ccccc2)C(=S)N2CCCCCCCC12"	0
"Drug 39384"	"Cn1c(=O)c(C#N)c2n(c1=S)CCCCCCC2"	0
"Drug 39385"	"N#Cc1c2n(c(=S)n(-c3ccccc3)c1=O)CCCCCCC2"	0
"Drug 39386"	"Cc1nc(O)c2c(n1)N(C)C(=S)N1CCCCCCCC21"	0
"Drug 39387"	"CN1C(=S)N2CCCCCCCC2c2c(O)nc(CCl)nc21"	0
"Drug 39388"	"CC(Cl)c1nc(O)c2c(n1)N(C)C(=S)N1CCCCCCCC21"	0
"Drug 39389"	"CCOC(=O)CN1CCNCCN(CC(=O)OCC)CCNCC1"	0
"Drug 39390"	"CC(C)(C)OC(=O)CN1CCNCCN(CC(=O)OC(C)(C)C)CCNCC1"	0
"Drug 39391"	"NCCCN1CCN(CC(=O)O)CCN(CCCN)CCN(CC(=O)O)CC1"	0
"Drug 39392"	"O=C(OCc1ccccc1)N1CCNCCN(C(=O)OCc2ccccc2)CCNCC1"	0
"Drug 39393"	"CCOP(=O)(O)CN1CCNCCN(CP(=O)(O)OCC)CCNCC1.[NaH]"	0
"Drug 39394"	"O=C(O)CN1CCN2CCOCCN(CC1)CCN(CC(=O)O)CC2"	0
"Drug 39395"	"O=C(O)CN1CCN2CCCCCN(CC1)CCN(CC(=O)O)CC2"	0
"Drug 39396"	"O=C(O)CN1CCN2CCOCCOCCN(CC1)CCN(CC(=O)O)CC2"	0
"Drug 39397"	"O=C(O)CN1CCN2CCCCCCCCN(CC1)CCN(CC(=O)O)CC2"	0
"Drug 39398"	"O=C(CN1CCNCCN(CC(=O)N2CCCCC2)CCNCC1)N1CCCCC1"	0
"Drug 39399"	"O=C(CN1CCN(C(=O)OCc2ccccc2)CCN(CC(=O)N2CCCCC2)CCN(C(=O)OCc2ccccc2)CC1)N1CCCCC1"	0
"Drug 39400"	"O=C(O)CN1CCN(CC(=O)N2CCN(C(=O)OCc3ccccc3)CC2)CCN(CC(=O)O)CCN(CC(=O)N2CCN(C(=O)OCc3ccccc3)CC2)CC1"	0
"Drug 39401"	"CC(C)(C)OC(=O)CN1CCN(CC(=O)N2CCN(C(=O)OCc3ccccc3)CC2)CCN(CC(=O)OC(C)(C)C)CCN(CC(=O)N2CCN(C(=O)OCc3ccccc3)CC2)CC1"	0
"Drug 39402"	"O=C(O)CN1CCNCCN(CC(=O)O)CCN(CC(=O)O)CCNCC1"	0
"Drug 39403"	"O=C(OCc1ccccc1)N1CCNCCNCCN(C(=O)OCc2ccccc2)CCNCC1"	0
"Drug 39404"	"O=C(OCc1ccccc1)N1CCN(C(=O)OCc2ccccc2)CCN(C(=O)OCc2ccccc2)CCN(C(=O)OCc2ccccc2)CCN(C(=O)OCc2ccccc2)CC1"	0
"Drug 39405"	"O=C(O)CN1CCNCCNCC1"	0
"Drug 39406"	"CC(C)(C)OC(=O)CN1CCNCCNCC1"	0
"Drug 39407"	"CCOP(=O)(CN1CCNCCN(CP(=O)(OCC)OCC)CC1)OCC"	0
"Drug 39408"	"O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CC1"	0
"Drug 39409"	"O=P(O)(O)CN1CCNCCN(CP(=O)(O)O)CCN(CP(=O)(O)O)CCNCC1"	0
"Drug 39410"	"O=C(O)CN1CCNCCN(CC(=O)O)CC1"	0
"Drug 39411"	"CC(C)(C)OC(=O)CN1CCNCCN(CC(=O)OC(C)(C)C)CC1"	0
"Drug 39412"	"O=P(O)(O)CN1CCNCCN(CP(=O)(O)O)CC1"	0
"Drug 39413"	"CCOP(=O)(CN1CCNCCNCC1)OCC"	0
"Drug 39414"	"O=C(O)CCN1CCN(CCC(=O)O)CCN(CCC(=O)O)CC1"	0
"Drug 39415"	"O=C(O)CN1CCNCCN(CP(=O)(O)O)CC1"	0
"Drug 39416"	"COc1cc2c(=O)cnoc2cc1O"	0
"Drug 39417"	"O=C(O)C1CC(c2ccc(F)cc2)=Nc2ccc(F)cc2S1"	0
"Drug 39418"	"N#CC1(C#N)C2CCC=C(Sc3ccccc3)C21"	0
"Drug 39419"	"N#CC(C#N)C1CCC=C(Sc2ccccc2)C1Sc1ccccc1"	0
"Drug 39420"	"COc1c2c(cc3oc(C)cc(=O)c13)OC(=N)C(C(N)=O)C2CC(=O)c1ccc(N)cc1"	1
"Drug 39421"	"Cc1cc(C)c(O)c(CN2CCN(C(C)C)CCN(C(C)C)CC2)c1.[NaH]"	0
"Drug 39422"	"Cc1cc(Cl)cc(S)c1S(=O)(=O)Nc1nnc2c3ccccc3cnn12"	1
"Drug 39423"	"Cc1cc(Cl)cc(S)c1S(=O)(=O)Nc1nnc2ccc3ccccc3n12"	0
"Drug 39424"	"Cc1cc(S(=O)(=O)Nc2n[nH]c(=O)n2-c2ccccc2)c(S)cc1Cl"	0
"Drug 39425"	"Cc1cc(S(=O)(=O)n2ccnc2Oc2ccc(N)cc2)c(SSc2cc(Cl)c(C)cc2S(=O)(=O)n2ccnc2Oc2ccc(N)cc2)cc1Cl"	0
"Drug 39426"	"Cc1cc(S(=O)(=O)n2ccnc2Oc2ccccc2N)c(SSc2cc(Cl)c(C)cc2S(=O)(=O)n2ccnc2Oc2ccccc2N)cc1Cl"	0
"Drug 39427"	"Cc1cc(S(=O)(=O)N2CCNNC2=O)c(S)cc1Cl"	1
"Drug 39428"	"O=C(Nc1ccccc1)c1cc(S(=O)(=O)N2CCNNC2=O)c(S)cc1Cl"	1
"Drug 39429"	"O=C(Nc1ccc(Cl)cc1)c1cc(S(=O)(=O)N2CCNNC2=O)c(S)cc1Cl"	1
"Drug 39430"	"Cc1ccc(NC(=O)c2cc(S(=O)(=O)N3CCNNC3=O)c(S)cc2Cl)cc1"	1
"Drug 39431"	"O=C(Nc1ccccc1)c1cc(S(=O)(=O)Nc2n[nH]c(=O)n2-c2ccccc2)c(S)cc1Cl"	1
"Drug 39432"	"Cc1ccc(NC(=O)c2cc(S(=O)(=O)Nc3n[nH]c(=O)n3-c3ccccc3)c(S)cc2Cl)cc1"	0
"Drug 39433"	"Cc1cc(S(=O)(=O)n2ccnc2Oc2ccccc2)c(SSc2cc(Cl)c(C)cc2S(=O)(=O)n2ccnc2Oc2ccccc2)cc1Cl"	0
"Drug 39434"	"Cc1cc(S(=O)(=O)n2ccnc2Oc2cccc(Cl)c2)c(SSc2cc(Cl)c(C)cc2S(=O)(=O)n2ccnc2Oc2cccc(Cl)c2)cc1Cl"	0
"Drug 39435"	"Cc1cc(S(=O)(=O)NC2=Nc3cccc4cccc(c34)N2)c(S)cc1Cl"	0
"Drug 39436"	"Cc1cc(S(=O)(=O)Nc2nc3ccccc3n2-c2ccccc2)c(S)cc1Cl"	0
"Drug 39437"	"Cc1cc(S(=O)(=O)NC2=NCc3nc4ccccc4n32)c(S)cc1Cl"	0
"Drug 39438"	"Cc1cc(S(=O)(=O)NC2=Nc3cccc(F)c3CN2)c(S)cc1Cl"	0
